#,CVE ID,Versions,Functions,Exploit URLs,Components,remarks,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
67,CVE-2019-16713,7.0.8-43 ,"PingImage, AcquireCriticalMemory , AcquireImage , ReadDOTImage ",,,,401,,,9/23/2019,4/22/2022,4.3,None,Remote,Medium,Not required,None,None,Partial,"ImageMagick 7.0.8-43 has a memory leak in coders/dot.c, as demonstrated by PingImage in MagickCore/constitute.c."
68,CVE-2019-16712,7.0.8-43 ,Huffman2DEncodeImage ,,,,401,,,9/23/2019,1/1/2022,4.3,None,Remote,Medium,Not required,None,None,Partial,"ImageMagick 7.0.8-43 has a memory leak in Huffman2DEncodeImage in coders/ps3.c, as demonstrated by WritePS3Image."
69,CVE-2019-16711,7.0.8-40,Huffman2DEncodeImage ,,,,401,,,9/23/2019,4/22/2022,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-40 has a memory leak in Huffman2DEncodeImage in coders/ps2.c.
70,CVE-2019-16710,7.0.8-35 ,AcquireMagickMemory ,,,,401,,,9/23/2019,4/22/2022,4.3,None,Remote,Medium,Not required,None,None,Partial,"ImageMagick 7.0.8-35 has a memory leak in coders/dot.c, as demonstrated by AcquireMagickMemory in MagickCore/memory.c."
71,CVE-2019-16709,7.0.8-35 ,XCreateImage,,,,401,,,9/23/2019,1/1/2022,4.3,None,Remote,Medium,Not required,None,None,Partial,"ImageMagick 7.0.8-35 has a memory leak in coders/dps.c, as demonstrated by XCreateImage."
72,CVE-2019-16708,7.0.8-35 ,XCreateImage,,,,401,,,9/23/2019,4/22/2022,4.3,None,Remote,Medium,Not required,None,None,Partial,"ImageMagick 7.0.8-35 has a memory leak in magick/xwindow.c, related to XCreateImage."
73,CVE-2019-15141,7.0.8-43 Q16,"WriteTIFFImage , TIFFRewriteDirectory, TIFFWriteDirectory, TIFFWriteDirectorySec, and TIFFWriteDirectoryTagColormap",,,,125,,,8/18/2019,11/15/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"WriteTIFFImage in coders/tiff.c in ImageMagick 7.0.8-43 Q16 allows attackers to cause a denial-of-service (application crash resulting from a heap-based buffer over-read) via a crafted TIFF image file, related to TIFFRewriteDirectory, TIFFWriteDirectory, TIFFWriteDirectorySec, and TIFFWriteDirectoryTagColormap in tif_dirwrite.c of LibTIFF. NOTE: this occurs because of an incomplete fix for CVE-2019-11597."
74,CVE-2019-15140,,ReadImage ,,,,416,,DoS,8/18/2019,7/3/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,coders/mat.c in ImageMagick 7.0.8-43 Q16 allows remote attackers to cause a denial of service (use-after-free and application crash) or possibly have unspecified other impact by crafting a Matlab image file that is mishandled in ReadImage in MagickCore/constitute.c.
75,CVE-2019-15139,7.0.8-41,ReadXWDImage ,,,,125,,,8/18/2019,9/8/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"The XWD image (X Window System window dumping file) parsing component in ImageMagick 7.0.8-41 Q16 allows attackers to cause a denial-of-service (application crash resulting from an out-of-bounds Read) in ReadXWDImage in coders/xwd.c by crafting a corrupted XWD image file, a different vulnerability than CVE-2019-11472."
76,CVE-2019-14981,ImageMagick 7.x before 7.0.8-41 and 6.x before 6.9.10-41,MeanShiftImage ,,,,369,,DoS,8/12/2019,8/19/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.x before 7.0.8-41 and 6.x before 6.9.10-41, there is a divide-by-zero vulnerability in the MeanShiftImage function. It allows an attacker to cause a denial of service by sending a crafted file."
77,CVE-2019-14980,ImageMagick 7.x before 7.0.8-42 and 6.x before 6.9.10-42,DetachBlob,,,,416,,DoS,8/12/2019,11/15/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.x before 7.0.8-42 and 6.x before 6.9.10-42, there is a use after free vulnerability in the UnmapBlob function that allows an attacker to cause a denial of service by sending a crafted file."
78,CVE-2019-13454,7.0.8-54 Q16,RemoveDuplicateLayers ,,,,369,,,7/9/2019,8/19/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-54 Q16 allows Division by Zero in RemoveDuplicateLayers in MagickCore/layer.c.
79,CVE-2019-13391,7.0.8-50 ,"ComplexImages , GetCacheViewVirtualPixels, AnnotateImage, ComplexImages",,,,125,,,7/7/2019,9/8/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.8-50 Q16, ComplexImages in MagickCore/fourier.c has a heap-based buffer over-read because of incorrect calls to GetCacheViewVirtualPixels."
80,CVE-2019-13311,7.0.8-50 ,AcquireMagickMemory ,,,,401,,,7/5/2019,8/24/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-50 Q16 has memory leaks at AcquireMagickMemory because of a wand/mogrify.c error.
81,CVE-2019-13310,7.0.8-50 ,AcquireMagickMemory ,,,,401,,,7/5/2019,8/24/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-50 Q16 has memory leaks at AcquireMagickMemory because of an error in MagickWand/mogrify.c.
82,CVE-2019-13309,7.0.8-50 ,CLIListOperatorImages ,,,,401,,,7/5/2019,8/24/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-50 Q16 has memory leaks at AcquireMagickMemory because of mishandling the NoSuchImage error in CLIListOperatorImages in MagickWand/operation.c.
83,CVE-2019-13308,7.0.8-50 ,ComplexImage,,,,787,,Overflow,7/5/2019,9/8/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-50 Q16 has a heap-based buffer overflow in MagickCore/fourier.c in ComplexImage.
84,CVE-2019-13307,7.0.8-50 ,EvaluateImages ,,,,787,,Overflow,7/5/2019,8/24/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-50 Q16 has a heap-based buffer overflow at MagickCore/statistic.c in EvaluateImages because of mishandling rows.
85,CVE-2019-13306,7.0.8-50 ,WritePNMImage ,,,,787,,Overflow,7/5/2019,8/24/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-50 Q16 has a stack-based buffer overflow at coders/pnm.c in WritePNMImage because of off-by-one errors.
86,CVE-2019-13305,7.0.8-50 ,WritePNMImage ,,,,787,,Overflow,7/5/2019,8/24/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-50 Q16 has a stack-based buffer overflow at coders/pnm.c in WritePNMImage because of a misplaced strncpy and an off-by-one error.
87,CVE-2019-13304,7.0.8-50 ,WritePNMImage ,,,,787,,Overflow,7/5/2019,8/24/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-50 Q16 has a stack-based buffer overflow at coders/pnm.c in WritePNMImage because of a misplaced assignment.
88,CVE-2019-13303,7.0.8-50 ,CompositeImage,,,,125,,,7/5/2019,8/21/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-50 Q16 has a heap-based buffer over-read in MagickCore/composite.c in CompositeImage.
89,CVE-2019-13302,7.0.8-50 ,"AcquireMagickMemory , AnnotateImage ",,,,125,,,7/5/2019,8/21/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-50 Q16 has a heap-based buffer over-read in MagickCore/fourier.c in ComplexImages.
90,CVE-2019-13301,7.0.8-50 ,,,,,401,,,7/5/2019,8/24/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-50 Q16 has memory leaks in AcquireMagickMemory because of an AnnotateImage error.
91,CVE-2019-13300,7.0.8-50 ,EvaluateImages ,,,,787,,Overflow,7/5/2019,8/24/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-50 Q16 has a heap-based buffer overflow at MagickCore/statistic.c in EvaluateImages because of mishandling columns.
92,CVE-2019-13299,7.0.8-50 ,GetPixelChannel,,,,125,,,7/5/2019,8/21/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-50 Q16 has a heap-based buffer over-read at MagickCore/pixel-accessor.h in GetPixelChannel.
93,CVE-2019-13298,7.0.8-50 ,SetPixelViaPixelInfo ,,,,787,,Overflow,7/5/2019,8/24/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-50 Q16 has a heap-based buffer overflow at MagickCore/pixel-accessor.h in SetPixelViaPixelInfo because of a MagickCore/enhance.c error.
94,CVE-2019-13297,7.0.8-50 ,AdaptiveThresholdImage ,,,,125,,,7/5/2019,8/19/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-50 Q16 has a heap-based buffer over-read at MagickCore/threshold.c in AdaptiveThresholdImage because a height of zero is mishandled.
95,CVE-2019-13296,7.0.8-50 ,CLIListOperatorImages ,,,,401,,,7/5/2019,8/24/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-50 Q16 has direct memory leaks in AcquireMagickMemory because of an error in CLIListOperatorImages in MagickWand/operation.c for a NULL value.
96,CVE-2019-13295,7.0.8-50 ,AdaptiveThresholdImage ,,,,125,,,7/5/2019,8/19/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.8-50 Q16 has a heap-based buffer over-read at MagickCore/threshold.c in AdaptiveThresholdImage because a width of zero is mishandled.
97,CVE-2019-13137,7.0.8-50 ,ReadPSImage ,,,,401,,,7/1/2019,4/28/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick before 7.0.8-50 has a memory leak vulnerability in the function ReadPSImage in coders/ps.c.
98,CVE-2019-13136,7.0.8-50 ,TIFFSeekCustomStream ,,,,190,,Overflow,7/1/2019,8/21/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick before 7.0.8-50 has an integer overflow vulnerability in the function TIFFSeekCustomStream in coders/tiff.c.
99,CVE-2019-13135,7.0.8-50 ,ReadCUTImage ,,,,908,,,7/1/2019,4/28/2021,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"ImageMagick before 7.0.8-50 has a ""use of uninitialized value"" vulnerability in the function ReadCUTImage in coders/cut.c."
100,CVE-2019-13134,7.0.8-50 ,ReadVIFFImage ,,,,401,,,7/1/2019,6/2/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick before 7.0.8-50 has a memory leak vulnerability in the function ReadVIFFImage in coders/viff.c.
101,CVE-2019-13133,7.0.8-50 ,ReadBMPImage ,,,,401,,,7/1/2019,6/2/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick before 7.0.8-50 has a memory leak vulnerability in the function ReadBMPImage in coders/bmp.c.
102,CVE-2019-12979,7.0.8-34,SyncImageSettings ,,,,665,,,6/26/2019,8/19/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"ImageMagick 7.0.8-34 has a ""use of uninitialized value"" vulnerability in the SyncImageSettings function in MagickCore/image.c. This is related to AcquireImage in magick/image.c."
103,CVE-2019-12978,,ReadPANGOImage ,,,,665,,,6/26/2019,8/19/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"ImageMagick 7.0.8-34 has a ""use of uninitialized value"" vulnerability in the ReadPANGOImage function in coders/pango.c."
104,CVE-2019-12977,,WriteJP2Image ,,,,665,,,6/26/2019,8/19/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"ImageMagick 7.0.8-34 has a ""use of uninitialized value"" vulnerability in the WriteJP2Image function in coders/jp2.c."
105,CVE-2019-12976,,ReadPCLImage ,,,,401,,,6/26/2019,8/24/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-34 has a memory leak in the ReadPCLImage function in coders/pcl.c.
106,CVE-2019-12975,,WriteDPXImage ,,,,401,,,6/26/2019,8/24/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.8-34 has a memory leak vulnerability in the WriteDPXImage function in coders/dpx.c.
107,CVE-2019-12974,,ReadPANGOImage ,,,,476,,DoS,6/26/2019,8/19/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,A NULL pointer dereference in the function ReadPANGOImage in coders/pango.c and the function ReadVIDImage in coders/vid.c in ImageMagick 7.0.8-34 allows remote attackers to cause a denial of service via a crafted image.
108,CVE-2019-11598,,"WritePNMImage , SetGrayscaleImage ",,,,125,,DoS,4/29/2019,9/8/2020,5.8,None,Remote,Medium,Not required,Partial,None,Partial,"In ImageMagick 7.0.8-40 Q16, there is a heap-based buffer over-read in the function WritePNMImage of coders/pnm.c, which allows an attacker to cause a denial of service or possibly information disclosure via a crafted image file. This is related to SetGrayscaleImage in MagickCore/quantize.c."
109,CVE-2019-11597,,WriteTIFFImage ,,,,125,,DoS,4/29/2019,8/19/2020,5.8,None,Remote,Medium,Not required,Partial,None,Partial,"In ImageMagick 7.0.8-43 Q16, there is a heap-based buffer over-read in the function WriteTIFFImage of coders/tiff.c, which allows an attacker to cause a denial of service or possibly information disclosure via a crafted image file."
